id,created_at,text
739347316788854784,2016-06-05 06:45:11,"RT @rajmkk: @dhume @swaminomics lol ""Hard reality is that Modi cannot become PM of India"" @swaminomics predicted in 2013 :)) https://t.co/M…"
739347313076764673,2016-06-05 06:45:10,"RT @ANI_news: PM Modi is the best PM, he sat with us, asked us about our troubles: India worker in Doha #ModiInQatar https://t.co/xvYXT3wLPs"
739347311701176320,2016-06-05 06:45:10,TimesNow: India is a land of opportunity. I have come to personally invite you to take advantage of this opportunity: PM Modi #lazzycow
739347309977276416,2016-06-05 06:45:09,TimesNow: PM Modi addresses business leaders. Praises role of Emir of Qatar in promoting India Qatar business ties https://t.co/2OfRYXdwz9…
739347295905284096,2016-06-05 06:45:06,"Prime Minister #NarendraModi awarded #Afghanistan's Top Civilian Honour
Read @ https://t.co/nV1RHQox73 https://t.co/O4vau6is4a"
739347259767164928,2016-06-05 06:44:57,#Qatar PM Narendra Modi to meet business leaders in Qatar today: Prime Minister Narendra Modi will meet busin... https://t.co/y9PvfPfJ3J
739347258752143360,2016-06-05 06:44:57,"#Qatar dna Morning Must Reads: Jat agitation resumes; PM Modi in Qatar; and more: Ram Briksha Yadav, the lead... https://t.co/Su3gnwSL8q"
739347213676118016,2016-06-05 06:44:46,India is a land of opportunity. I have come to personally invite you to take advantage of this opportunity: PM Modi in Qatar  @IndianExpress
739347156985872384,2016-06-05 06:44:33,"PM #NarendraModi meets top business leaders during his trip to #Qatar
https://t.co/6y2XvkBLbt https://t.co/4aU4L3npsr"
739347139910762497,2016-06-05 06:44:29,Oil price rise in India is directly proportional to the # of Modi's visit to oil rich countries... https://t.co/sY5gTnYSBS
739347089163878400,2016-06-05 06:44:17,RT @Pune16Sanjay: Hon PM Naresnda Modi -  India's youth is our greatest assets #YuvaShakti
739347068599345153,2016-06-05 06:44:12,RT @TimesNow: India is a land of opportunity. I have come to personally invite you to take advantage of this opportunity: PM Modi
739347059464097792,2016-06-05 06:44:10,RT @TimesNow: PM Modi addresses business leaders. Praises role of Emir of Qatar in promoting India Qatar business ties https://t.co/gF8AEVm…
739347042670018560,2016-06-05 06:44:06,RT @ndtv: India is a land of opportunities. I've come to personally invite you to take advantage of them: PM Modi in Qatar https://t.co/5tc…
739347010613039105,2016-06-05 06:43:58,"PM Modi conferred with the Amir Amanullah Khan Award, Afghanistan's highest civilian honour
https://t.co/QhYQRivyRS via NMApp"
739347005244383232,2016-06-05 06:43:57,"RT @ANI_news: PM Modi is the best PM, he sat with us, asked us about our troubles: India worker in Doha #ModiInQatar https://t.co/xvYXT3wLPs"
